partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
Amazon Web Services,AWS Cloud Solutions Architect,"[Amazon Web Services, Cloud Computing, Cloud Storage, Data Management, Big Data, Cloud Applications, Cloud Engineering, Cloud Platforms, Data Analysis, Data Warehousing, Extract, Transform, Load, Cloud Management, Data Architecture, Cloud Infrastructure, Data Visualization, Database Design, Leadership and Management, Machine Learning, Software Architecture]",48,47000,Intermediate , Professional Certificate , 3 - 6 Months,false
University of California Davis,Learn SQL Basics for Data Science,"[Databases, SQL, Data Management, Data Analysis, Big Data, Data Model, Exploratory Data Analysis, Database Administration, Problem Solving, Database Theory, Database Design, Business Analysis, Database Application, Extract, Transform, Load, Critical Thinking, Apache, Computer Programming Tools, Data Architecture, Distributed Computing Architecture, Statistical Tests, Data Science]",46,166000,Beginner , Specialization , 3 - 6 Months,false
Yale University,Introduction to Psychology,"[Critical Thinking]",49,271000,Beginner , Course , 1 - 3 Months,false
Columbia University,Construction Management,"[Project Management, Leadership and Management, Strategy and Operations, Planning, Estimation, Operations Management, Budget Management, Accounting, Decision Making, Finance, Cost Accounting, Critical Thinking, Mathematical Theory & Analysis, Financial Accounting, Performance Management, Strategy, Financial Analysis, Investment Management, Financial Management, Process Analysis, Risk Management, Computational Logic, Network Model, Statistical Visualization, Collaboration, Innovation, Change Management, Business Transformation, Supply Chain and Logistics, Market Analysis, Entrepreneurship, Human Factors (Security)]",47,8000,Beginner , Specialization , 3 - 6 Months,false
Salesforce,Salesforce Sales Operations,"[Sales, Salesforce, Customer Relationship Management, Sales Systems, Account Management, Leadership and Management, Strategy and Operations, Business Process Management, Customer Success, Marketing, Operations Management, Strategy, B2B Sales, Data Visualization Software, Databases, Business Analysis, Data Visualization]",46,11000,Beginner , Professional Certificate , 3 - 6 Months,true
Google Cloud,Preparing for Google Cloud Certification: Cloud Security Engineer,"[Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Network Security, Computer Networking, Computer Security Models, Cloud Applications, Cloud Management, Cloud Storage, Network Architecture, Software Security, System Security, Other Cloud Platforms and Tools, Security Engineering, Security Strategy, Cloud-Based Integration, Google App Engine, Network Model, Computer Security Incident Management, Software-Defined Networking, Security Software, Kubernetes, Leadership and Management]",47,488000,Intermediate , Professional Certificate , 3 - 6 Months,false
Amazon Web Services,AWS Fundamentals,"[Amazon Web Services, Cloud Computing, Cloud Management, Cloud Infrastructure, Cloud Platforms, Cloud Applications, Cloud Engineering, Cloud Storage, Cloud API, Cloud-Based Integration, Network Security, Computer Security Models, Security Engineering, Security Software, Security Strategy, System Security, Cloud Standards, Computer Programming Tools, Distributed Computing Architecture, Data Management, Database Design, Databases, Software Architecture, Data Architecture, Continuous Delivery, Leadership and Management, Data Analysis]",48,45000,Beginner , Specialization , 3 - 6 Months,false
PwC,Data Analysis and Presentation Skills: the PwC Approach,"[Data Analysis, Business Analysis, Data Management, Data Visualization, Microsoft Excel, Data Analysis Software, Spreadsheet Software, Problem Solving, Statistical Analysis, Interactive Data Visualization, Statistical Visualization, Extract, Transform, Load, Data Model, Data Visualization Software, Exploratory Data Analysis, General Statistics, Big Data, Critical Thinking, Professional Development, Decision Making, Communication, Business Communication, Storytelling, Business Process Management, Customer Analysis, Forecasting, Visual Design, Planning]",46,106000,Beginner , Specialization , 3 - 6 Months,false
Google Cloud,Developing Applications with Google Cloud,"[Cloud Computing, Google Cloud Platform, Cloud Applications, Cloud Platforms, Cloud API, Cloud Infrastructure, Other Cloud Platforms and Tools, Cloud Engineering, Cloud Management, Cloud Storage, Cloud-Based Integration, Application Development, Google App Engine, Software Architecture, Computer Architecture, Back-End Web Development, Kubernetes]",47,483000,Intermediate , Specialization , 3 - 6 Months,false
Rutgers the State University of New Jersey,Supply Chain Management,"[Supply Chain Systems, Supply Chain and Logistics, Planning, Strategy and Operations, Business Process Management, Inventory Management, Leadership and Management, Operations Management, Continuous Delivery, Critical Thinking, Data Analysis, Estimation, Forecasting, Microsoft Excel, Spreadsheet Software, Statistical Analysis, Strategy, Supplier Relationship Management, Warehouse Management, Probability & Statistics, Transportation Operations Management, Material Handling, Shipping and Receiving, Performance Management]",47,138000,Beginner , Specialization , 3 - 6 Months,false
Google,Google Marketing Digital e E-Commerce,"[E-Commerce, Marketing, Search Engine Optimization, Strategy]",49,715,Beginner , Professional Certificate , 3 - 6 Months,false
Google Cloud,Preparing for Google Cloud Certification: Cloud Data Engineer,"[Cloud Computing, Google Cloud Platform, Cloud Platforms, Big Data, Data Management, Data Analysis, Data Analysis Software, Databases, Computer Networking, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Communication, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Other Cloud Platforms and Tools, Leadership and Management, Network Security, Problem Solving, Apache, Python Programming, Feature Engineering, Statistical Programming, Tensorflow]",46,182000,Intermediate , Professional Certificate , 3 - 6 Months,false
Google,Diseño de Experiencia del Usuario (UX) de Google,"[User Experience, User Experience Design, Research and Design, Visual Design, Communication, Design and Product, Persona Research, Product Design, User Research, Adaptability, Graphic Design, Collaboration, Leadership and Management, Mobile Development, Planning, Web Design, Audit]",49,32000,Beginner , Professional Certificate , 3 - 6 Months,false
Google Cloud,Preparing for Google Cloud Certification: Cloud Network Engineer,"[Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Computer Networking, Cloud Applications, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Cloud-Based Integration, Network Architecture, Network Model, Network Security, Software-Defined Networking, Google App Engine, Security Strategy, Kubernetes, Leadership and Management]",47,482000,Intermediate , Professional Certificate , 3 - 6 Months,false
Google Cloud,Security in Google Cloud,"[Google Cloud Platform, Cloud Computing, Cloud Platforms, Cloud Infrastructure, Cloud Management, Security Engineering, System Security, Cloud Applications, Cloud Engineering, Computer Security Models, Other Cloud Platforms and Tools, Cloud Storage, Network Security, Security Software, Security Strategy, Software Security, Cloud-Based Integration, Google App Engine, Kubernetes]",47,48000,Intermediate , Specialization , 3 - 6 Months,false
Google Cloud,Networking in Google Cloud,"[Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Computer Networking, Cloud Applications, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Cloud-Based Integration, Network Architecture, Network Model, Network Security, Software-Defined Networking, Google App Engine, Security Strategy, Kubernetes, Leadership and Management]",47,482000,Intermediate , Specialization , 3 - 6 Months,false
IBM,Security Analyst Fundamentals,"[Security Strategy, Computer Security Incident Management, Python Programming, Cyberattacks, DevOps, Mobile Security, Software Security, System Software, Computer Programming, Leadership and Management]",47,36000,Beginner , Specialization , 3 - 6 Months,false
Stanford University,Introduction to Statistics,"[General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Mathematics, Problem Solving, Statistical Visualization]",46,26000,Beginner , Course , 1 - 3 Months,false
IBM,Introduction to Data Analytics,"[Data Analysis, Databases, Python Programming, SQL, Data Management, Data Mining, Data Science, NoSQL, R Programming, Microsoft Excel]",48,135000,Beginner , Course , 1 - 3 Months,false
Google Cloud,Introduction to Generative AI,"[Artificial Neural Networks, Deep Learning, Machine Learning]",46,19000,Beginner , Course , 1 - 4 Weeks,false
IBM,IBM Data Analyst,"[]",0,0,,0,0,false
Google Cloud,Data Engineering Big Data and Machine Learning on GCP,"[Google Cloud Platform, Cloud Computing, Cloud Platforms, Big Data, Data Analysis, Data Management, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Databases, Distributed Computing Architecture, Other Cloud Platforms and Tools, Apache, Python Programming, Feature Engineering, Statistical Programming, Tensorflow]",46,179000,Intermediate , Specialization , 3 - 6 Months,false
Arizona State University,Arizona State University TESOL,"[Human Learning, Strategy, Planning, Writing, Mergers & Acquisitions]",49,181000,Beginner , Professional Certificate , 3 - 6 Months,false
Amazon Web Services,DevOps on AWS,"[Amazon Web Services, Cloud Computing, Continuous Integration, DevOps, Devops Tools, Continuous Delivery, Cloud Applications, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud Standards, Software Testing, Software Engineering, Leadership and Management, Cloud Storage]",48,46000,Intermediate , Specialization , 1 - 3 Months,false
Google,Process Data from Dirty to Clean,"[Data Analysis, SQL, Spreadsheet Software, General Statistics, Databases, Extract, Transform, Load, Microsoft Excel]",48,133000,Beginner , Course , 1 - 3 Months,false
Google,Agile Project Management,"[Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication, Entrepreneurship, Product Management, Influencing, Problem Solving]",48,104000,Beginner , Course , 1 - 4 Weeks,false
Microsoft,Microsoft Azure Data Engineering Associate (DP-203),"[Data Management, Microsoft Azure, Extract, Transform, Load, Cloud Computing, Big Data, Data Warehousing, Cloud-Based Integration, Cloud Storage, Data Architecture, Cloud Engineering, Cloud Platforms, Databases, SQL, Data Analysis, Cloud Applications, Data Structures, Distributed Computing Architecture, Cloud Management, Warehouse Management, Leadership and Management, NoSQL, Apache, Continuous Integration, Operational Analysis, Python Programming]",44,785,Intermediate , Professional Certificate , 3 - 6 Months,false
Google,Operating Systems and You: Becoming a Power User,"[Linux, Leadership and Management, Operating Systems]",47,265000,Beginner , Course , 1 - 3 Months,false
DeepLearningAI,Linear Algebra for Machine Learning and Data Science,"[Algebra, Linear Algebra, Mathematics, Python Programming, Critical Thinking, Dimensionality Reduction, Machine Learning Algorithms, Mathematical Theory & Analysis, Machine Learning]",45,940,Beginner , Course , 1 - 4 Weeks,false
IBM,Generative AI Fundamentals,"[Machine Learning]",46,12,Beginner , Specialization , 1 - 3 Months,false
Vanderbilt University,ChatGPT Advanced Data Analysis,"[Data Analysis]",49,93,Beginner , Course , 1 - 3 Months,false
University of Virginia,Business Strategy,"[Strategy, Strategy and Operations, Leadership and Management, Entrepreneurship, Marketing, Sales, Market Analysis, Business Development, Business Analysis, Business Transformation, Finance, Investment Management, Planning, Product Strategy, Business Design, Decision Making, Research and Design]",48,4000,Beginner , Specialization , 3 - 6 Months,false
University of Illinois at Urbana-Champaign,Digital Marketing,"[Digital Marketing, Marketing, Market Analysis, Media Strategy & Planning, Social Media, Data Analysis, Market Research, Advertising, Communication, Customer Relationship Management, Strategy, Business Analysis, Data Visualization, Exploratory Data Analysis, Data Management, Brand Management, Marketing Management, Data Analysis Software, Decision Making, Marketing Design, Critical Thinking, Process Analysis, Business Communication, Business Intelligence, Business Transformation, Interactive Data Visualization, Collaboration, Innovation, Planning]",47,224000,Beginner , Specialization , 3 - 6 Months,true
Johns Hopkins University,HTML CSS and Javascript for Web Developers,"[Front-End Web Development, HTML and CSS, Javascript, Web Development]",47,159000,Mixed , Course , 1 - 3 Months,false
University of Pennsylvania,Entrepreneurship,"[Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Business Analysis, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Adaptability, User Research, Collaboration]",48,53000,Beginner , Specialization , 3 - 6 Months,false
University of California Davis,Search Engine Optimization (SEO),"[Marketing, Search Engine Optimization, Digital Marketing, Strategy, Social Media, User Experience, Customer Analysis, Media Strategy & Planning, User Research, Web Development, Market Analysis, Data Analysis, Market Research, Marketing Psychology, User Experience Design, Web Development Tools, Algorithms, Brand Management, Communication, Critical Thinking, Influencing, Audit, Marketing Design, Writing, Web Design]",46,121000,Beginner , Specialization , 3 - 6 Months,false
DeepLearningAI,Unsupervised Learning Recommenders Reinforcement Learning,"[Algorithms, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Deep Learning, Machine Learning Software, Mathematics, Reinforcement Learning, Statistical Machine Learning, Tensorflow]",49,2000,Beginner , Course , 1 - 4 Weeks,false
IBM,NoSQL Big Data and Spark Foundations,"[Apache, Big Data, Data Management, Distributed Computing Architecture, Databases, NoSQL, Extract, Transform, Load, SQL, Cloud Computing, Data Model, Machine Learning, Data Architecture, Database Administration, Database Design, Cloud Applications, Cloud Storage, IBM Cloud, Kubernetes, Python Programming]",44,452,Beginner , Specialization , 3 - 6 Months,false
IBM,Python for Data Science AI & Development,"[Python Programming, Computer Programming, Data Analysis]",46,34000,Beginner , Course , 1 - 3 Months,false
Duke University,AI Product Management,"[Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management]",47,350,Beginner , Specialization , 3 - 6 Months,false
Google,Crash Course on Python,"[Computer Programming, Data Structures, Problem Solving, Python Programming]",48,345000,Beginner , Course , 1 - 3 Months,false
Google,Google IT Support,"[]",0,0,,0,0,false
University of California San Diego,Data Structures and Algorithms,"[Algorithms, Theoretical Computer Science, Computer Programming, Data Structures, Problem Solving, Mathematics, Computational Thinking, Computer Programming Tools, Computational Logic, Critical Thinking, Graph Theory, Programming Principles, Mathematical Theory & Analysis, C++ Programming, Algebra, Software Testing]",46,162000,Intermediate , Specialization , 3 - 6 Months,false
ISC2,Certified in Cybersecurity,"[Computer Security Incident Management, Risk Management, Leadership and Management, Network Security, Cryptography, Cyberattacks]",48,382,Beginner , Specialization , 3 - 6 Months,false
Johns Hopkins University,Data Science,"[R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Plot (Graphics), Regression, Computer Graphics, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Data Mining, Estimation, Extract, Transform, Load, Probability Distribution, Databases, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Product Development, Web Development]",45,503000,Beginner , Specialization , 3 - 6 Months,false
DeepLearningAI,Generative Adversarial Networks (GANs),"[Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Python Programming, Deep Learning, Machine Learning Software, Statistical Programming, Computer Vision, Computer Programming, Human Learning, General Statistics, Probability & Statistics, Problem Solving]",47,21000,Intermediate , Specialization , 1 - 3 Months,false
Google,Assets Threats and Vulnerabilities,"[Cryptography, Linux]",48,1000,Beginner , Course , 1 - 4 Weeks,false
Johns Hopkins University,Genomic Data Science,"[Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence]",45,61000,Intermediate , Specialization , 3 - 6 Months,false
Google,Cybersécurité Google,"[Linux, SQL]",47,33,Beginner , Professional Certificate , 3 - 6 Months,false
University of Illinois at Urbana-Champaign,US Federal Taxation,"[Taxes, Accounting, Financial Accounting, Finance, Critical Thinking, General Accounting, Regulations and Compliance, Financial Analysis, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Problem Solving, Benefits]",48,822,Intermediate , Specialization , 3 - 6 Months,true
Stanford University,Algorithms,"[Algorithms, Theoretical Computer Science, Computer Programming, Problem Solving, Graph Theory, Mathematics, Data Structures, Computational Thinking, Mathematical Theory & Analysis, Critical Thinking, Computational Logic, Programming Principles, Software Engineering]",48,58000,Intermediate , Specialization , 3 - 6 Months,false
MedCerts,Medical Billing and Coding Fundamentals,"[Communication, Leadership and Management]",48,188,Beginner , Specialization , 3 - 6 Months,false
DeepLearningAI,TensorFlow: Advanced Techniques,"[Deep Learning, Machine Learning, Tensorflow, Artificial Neural Networks, Applied Machine Learning, Python Programming, Machine Learning Algorithms, Human Learning, Computer Vision, Computer Programming, Network Model, Machine Learning Software, Network Architecture, Training, Visualization (Computer Graphics), Computer Graphic Techniques, Strategy]",48,14000,Intermediate , Specialization , 3 - 6 Months,false
University of Michigan,Applied Data Science with Python,"[Python Programming, Data Analysis, Computer Programming, Machine Learning, Algorithms, Applied Machine Learning, Data Mining, Machine Learning Algorithms, Exploratory Data Analysis, Statistical Programming, Data Management, Extract, Transform, Load, Natural Language Processing, Critical Thinking, Statistical Machine Learning, Graph Theory, Network Analysis, Computer Programming Tools, Human Learning, Data Visualization, Network Model, Data Analysis Software, Regression, Computer Networking, General Statistics, Network Architecture, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics]",45,335000,Intermediate , Specialization , 3 - 6 Months,false
Imperial College London,Mathematics for Machine Learning,"[Algebra, Linear Algebra, Mathematics, Machine Learning, Mathematical Theory & Analysis, Computer Programming, Python Programming, Machine Learning Algorithms, Calculus, Computational Logic, Algorithms, Differential Equations, Applied Mathematics, Problem Solving, Statistical Analysis, Dimensionality Reduction, Computer Programming Tools, Regression]",46,14000,Beginner , Specialization , 3 - 6 Months,false
University of Alberta,Reinforcement Learning,"[Machine Learning, Reinforcement Learning, Algorithms, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Python Programming, Statistical Machine Learning, Statistical Programming, Artificial Neural Networks, Decision Making, Probability & Statistics, Probability Distribution]",47,33000,Intermediate , Specialization , 3 - 6 Months,false
University of Illinois at Urbana-Champaign,Mergers and Acquisitions,"[Mergers & Acquisitions, Finance, Accounting, Financial Analysis, Financial Accounting, Banking, Business Analysis, Investment Management, Financial Management, Data Analysis, Market Analysis, Corporate Accouting, Taxes]",46,249,Intermediate , Specialization , 3 - 6 Months,true
University of Michigan,Leading People and Teams,"[Human Resources, Leadership and Management, People Development, Strategy and Operations, Leadership Development, Talent Management, Business Psychology, People Analysis, Communication, People Management, Strategy, Human Learning, Human Resources Operations, Business Communication, Collaboration, Influencing, Performance Management, Conflict Management, Employee Relations, Business Analysis, Marketing, Recruitment]",47,102000,Beginner , Specialization , 3 - 6 Months,false
University of Virginia,Fundamentals of Project Planning and Management,"[Project Management, Strategy and Operations, Leadership and Management, Planning]",47,93000,Beginner , Course , 1 - 4 Weeks,false
IBM,IBM Full Stack Software Developer,"[]",0,0,,0,0,false
University of Pennsylvania,The Business of Health Care,"[Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, Generally Accepted Accounting Principles (GAAP), People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management]",46,17000,Beginner , Specialization , 3 - 6 Months,false
DeepLearningAI,AI for Good,"[Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Natural Language Processing, Python Programming]",48,160,Beginner , Specialization , 1 - 3 Months,false
Google,Analyze Data to Answer Questions,"[Data Analysis, Data Management, Microsoft Excel, SQL, Spreadsheet Software]",46,96000,Beginner , Course , 1 - 4 Weeks,false
Johns Hopkins University,Data Science: Foundations using R,"[Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Statistical Tests, Computational Thinking, Big Data, Data Mining, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)]",46,477000,Beginner , Specialization , 3 - 6 Months,false
Meta,Meta Marketing Analytics,"[Marketing, Data Analysis, Digital Marketing, Advertising, Marketing Management, Media Strategy & Planning, Business Analysis, Statistical Analysis, Communication, Probability & Statistics, Market Analysis, General Statistics, Experiment, Data Visualization, Storytelling, Regression, Statistical Tests, Market Research, Basic Descriptive Statistics, Probability Distribution, Brand Management, Forecasting, Research and Design, Computer Programming, Data Management, Databases, Python Programming, SQL, Statistical Programming, Tableau Software]",47,21000,Beginner , Professional Certificate , 3 - 6 Months,false
Measure What Matters,OKR Certification: Leadership and Goal Setting,"[Leadership and Management, Strategy, Strategy and Operations, Business Transformation, Communication, Organizational Development, Professional Development, Critical Thinking, Leadership Development, Performance Management, Planning]",48,320,Beginner , Course , 1 - 4 Weeks,false
IBM,Introduction to Artificial Intelligence (AI),"[Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Data Analysis, Data Science]",47,117000,Beginner , Course , 1 - 4 Weeks,false
University of Pennsylvania,Achieving Personal and Professional Success,"[Communication, Human Learning, Professional Development, Critical Thinking, Leadership Development, Leadership and Management, People Analysis, Decision Making, Emotional Intelligence, People Development, Adaptability, Negotiation, Influencing, Innovation]",47,3000,Beginner , Specialization , 3 - 6 Months,false
IBM,People and Soft Skills for Professional and Personal Success,"[Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management]",46,641,Beginner , Specialization , 1 - 3 Months,false
Johns Hopkins University,Business Analytics with Excel: Elementary to Advanced,"[Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization]",48,11000,Intermediate , Course , 1 - 3 Months,false
Google,System Administration and IT Infrastructure Services,"[Cloud Computing, Leadership and Management]",47,237000,Beginner , Course , 1 - 3 Months,false
University of Michigan,Successful Negotiation: Essential Strategies and Skills,"[Contract Management, Negotiation, Communication, Decision Making, Strategy]",48,188000,Beginner , Course , 1 - 3 Months,false
Columbia University,Financial Engineering and Risk Management,"[Finance, Risk Management, Probability & Statistics, Leadership and Management, Mathematics, Investment Management, Securities Sales, Securities Trading, Computer Programming]",45,207,Intermediate , Specialization , 3 - 6 Months,false
University of Pennsylvania,Introduction to Programming with Python and Java,"[Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science]",44,15000,Beginner , Specialization , 3 - 6 Months,false
University of Virginia,Entrepreneurship: Growing Your Business,"[Leadership and Management, Strategy and Operations, Strategy, Critical Thinking, Leadership Development, Decision Making, Business Development, Entrepreneurship, Human Learning, Business Analysis, Communication, Finance, Account Management, Accounting, Accounts Payable and Receivable, Financial Accounting, Financial Analysis, General Accounting, Generally Accepted Accounting Principles (GAAP), Organizational Development, Planning, Problem Solving, Business Transformation, Marketing, Sales, Business Design, Financial Management, Payments, Customer Success, Innovation]",48,71000,Beginner , Specialization , 3 - 6 Months,false
IESE Business School,Think like a CFO,"[Finance, Financial Accounting, Accounting, Investment Management, Financial Management, Financial Analysis, Leadership and Management, Risk Management, Corporate Accouting, Market Analysis, Management Accounting]",48,57000,Beginner , Specialization , 3 - 6 Months,false
University of Pennsylvania,Fintech: Foundations & Applications of Financial Technology,"[FinTech, Finance, BlockChain, Innovation, Investment Management, Financial Management, Financial Analysis, Risk Management, General Statistics, Payments, Behavioral Economics, Entrepreneurial Finance, Market Research, Cash Management, Cryptography, Human Learning, Machine Learning Algorithms, Machine Learning Software, Securities Trading, Applied Machine Learning, Machine Learning, Product Strategy, Business Transformation, Critical Thinking]",46,35000,Beginner , Specialization , 3 - 6 Months,false
Johns Hopkins University,Psychological First Aid,"[(184k reviews)]",48,184000,Mixed , Course , 1 - 3 Months,false
Google,Google Data Analytics (PT),"[Data Analysis, Data Visualization, Exploratory Data Analysis, Process Analysis, Databases, Data Management, Extract, Transform, Load, Statistical Programming, SQL, Business Analysis, Spreadsheet Software, Operational Analysis, Data Analysis Software, Microsoft Excel, Visualization (Computer Graphics), Communication, Critical Thinking, Interactive Data Visualization, Programming Principles, Statistical Visualization, Collaboration, Organizational Development, Plot (Graphics), R Programming, Strategy, Tableau Software, Storytelling, Strategy and Operations, Business Communication, Graph Theory, Project Management, Data Structures, Graphic Design, Leadership and Management, System Security]",49,29000,Beginner , Professional Certificate , 3 - 6 Months,false
MedCerts,Pharmacy Technician Fundamentals,"[Communication, Leadership and Management]",47,126,Beginner , Specialization , 3 - 6 Months,false
IBM,Tools for Data Science,"[Data Science, R Programming, Cloud Computing, Computer Programming, IBM Cloud, Python Programming]",45,276000,Beginner , Course , 1 - 3 Months,false
Multiple educators,Practical Data Science on the AWS Cloud,"[Amazon Web Services, Exploratory Data Analysis]",45,524,Advanced , Specialization , 1 - 3 Months,false
Università Bocconi,Private Equity and Venture Capital,"[Business Analysis, Entrepreneurial Finance, Finance, Financial Management, Investment Management, Mergers & Acquisitions, Entrepreneurship, Decision Making, Financial Analysis, Strategy]",48,78000,Mixed , Course , 1 - 3 Months,false
Google,Foundations of Business Intelligence,"[Business Intelligence, Leadership and Management]",48,670,Advanced , Course , 1 - 4 Weeks,false
University of California Davis,Geographic Information Systems  (GIS),"[ArcGIS, Data Analysis, Spatial Analysis, Spatial Data Analysis, Data Visualization, GIS Software, Geovisualization, Data Visualization Software, Databases, Interactive Data Visualization, Leadership and Management]",48,58000,Beginner , Specialization , 3 - 6 Months,false
University of Minnesota,Human Resource Management: HR for People Managers,"[Human Resources, Human Resources Operations, Employee Relations, Strategy and Operations, People Management, Leadership and Management, Communication, Strategy, Compensation, People Development, Performance Management, Organizational Development, Planning, Professional Development, Recruitment, Business Psychology, Human Learning, People Analysis, Benefits, Business Analysis, Culture]",48,138000,Beginner , Specialization , 3 - 6 Months,false
Yale University,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,"[Negotiation, Game Theory, Strategy]",49,47000,Mixed , Course , 1 - 3 Months,false
University of Alberta,Software Product Management,"[Software Engineering, Agile Software Development, Product Management, Design and Product, Leadership and Management, Project Management, Planning, Application Development, Product Design, Entrepreneurship, Strategy and Operations, Business Analysis, Collaboration, User Experience, Scrum (Software Development), Supply Chain and Logistics]",47,113000,Beginner , Specialization , 3 - 6 Months,false
University of California Irvine,Project Management & Other Tools for Career Development,"[Project Management, Communication, Collaboration, Decision Making, Leadership and Management, Strategy and Operations, Business Communication, People Management, Business Analysis, Conflict Management, Critical Thinking, Problem Solving, Professional Development, Customer Relationship Management, Business Development, Negotiation, Planning, Writing, Adaptability, Deep Learning, Business Research, Strategy, Benefits, Data Visualization Software, Risk Management, Scrum (Software Development), User Experience]",47,349000,Beginner , Specialization , 3 - 6 Months,false
University of Maryland College Park, Product Ideation Design and Management,"[Leadership and Management, Strategy and Operations, Product Management, Design and Product, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation]",45,470,Beginner , Specialization , 3 - 6 Months,false
IBM,Excel Basics for Data Analysis,"[Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science]",48,67000,Beginner , Course , 1 - 3 Months,false
University of California Irvine,UCI Project Management,"[Leadership and Management, Strategy and Operations, Project Management, Planning]",47,276,Beginner , Professional Certificate , 3 - 6 Months,false
